biome * ffffff ffffff ffffff
block 1888 15 ff5b3c37
block 1889 * ff65342d
block 1890 * f06a4e33
block 1891 * ffeeeeee
block 1892 0 ffb0b0b0
block 1892 1 ffac6331
block 1892 2 ff8f3d96
block 1892 3 ff4a649a
block 1892 4 ffa2971e
block 1892 5 ff2f9626
block 1892 6 ff9e5e6f
block 1892 7 ff313131
block 1892 8 ff7d7d7d
block 1892 9 ff1d566e
block 1892 10 ff5a228b
block 1892 11 ff1b236b
block 1892 12 ff3b2313
block 1892 13 ff2b3b13
block 1892 14 ff832320
block 1892 15 ff161313
block 1893 * ffd9aaad
block 1894 * ff908b8b
block 1895 * ff8a8a87
block 1896 * ffb29260
block 1897 * ff010101
block 1898 * ff1f1f1f
block 1899 * ffadadad
block 1900 * ffcdb100
block 1901 * ff1f1f1f
block 1902 * ff131413
block 1903 * ff3da82a
block 1904 * ff91928f
block 1905 * 04000000
block 1906 * ffdbd5bd
block 1907 * ff747474
block 1908 * ff433216
block 1909 * ff91928f
block 1910 * ff2f2f2f
block 1911 * ff4b4993
block 1912 * ac373737
block 1913 * ff797979
block 1913 0 ff838383
block 1913 1 ff5b5b5b
block 1913 6 ff5b5b5b
block 1913 7 ff5b5b5b
block 1913 8 ff838383
block 1913 9 ff5b5b5b
block 1913 14 ff5b5b5b
block 1913 15 ff5b5b5b
block 1914 * ff7d7d7d
block 1914 0 ff7e7e7e
block 1914 1 ff696969
block 1914 6 ff696969
block 1914 7 ff696969
block 1914 8 ff7e7e7e
block 1914 9 ff696969
block 1914 14 ff696969
block 1914 15 ff696969
block 1915 * ff5c5c5c
block 1916 * 60876838
block 1917 * fffaaeac
block 1918 * ffbdbdbd
block 1919 * fffefdfb
block 1920 * ffeeeeee
block 1921 * fffefdfb
block 1922 * ff9e9d9a
block 1923 * ff867760
block 1924 * ff969696
block 1925 * ff82817b
block 1926 * ffdfad01
block 1927 * 878b6d3e
block 1928 * ff3b4748
block 1928 0 ff3a3c40
block 1928 1 ff676767
block 1928 6 ff676767
block 1928 7 ff676767
block 1928 8 ff3a3c40
block 1928 9 ff676767
block 1928 14 ff676767
block 1928 15 ff676767
block 1929 * fe4b4d50
block 1930 * ff4cb2d8
block 1931 * ff6c6c6c
block 1932 * ff5082c7
block 1932 0 ff4578c1
block 1932 1 ff2f3b4d
block 1932 6 ff2f3b4d
block 1932 7 ff2f3b4d
block 1932 8 ff4578c1
block 1932 9 ff2f3b4d
block 1932 14 ff2f3b4d
block 1932 15 ff2f3b4d
block 1933 * ffcecece
block 1934 * ffb69d77
block 1935 * 3f67767e
block 1936 * ffe6e8d4
block 1937 * ff876531
block 1938 * ff7d7a78
block 1939 0 ff505556
block 1939 1 ff5d666e
block 1939 2 ff48545d
block 1939 3 ff5f717c
block 1940 * ff8c8886
block 1941 * ffccc2a5
block 1942 * ff7d722f
block 1943 * ff777675
block 1944 * ff777675
block 1945 * 57196816
block 1946 * 34636f41
block 1947 * 8cb0b372
block 1948 * 7053672f
block 1949 * 3b484706
block 1950 * 8e6a8449
block 1951 * 4180a430
block 1952 * 4abbbbbb
block 1953 * 2d315f06
block 1954 * 6b576a35
block 1955 * 5d2f5a14
block 1956 * 9495a442
block 1957 * 13769d0f
block 1957 1 369d940f
block 1957 2 5e951717
block 1957 4 369d940f
block 1957 5 5e951717
block 1957 7 369d940f
block 1957 8 5e951717
block 1957 10 369d940f
block 1957 11 5e951717
block 1957 13 369d940f
block 1957 14 5e951717
block 1958 * 74424c16
block 1959 * 1d492700
block 1959 1 3c874704
block 1959 2 4eb86124
block 1959 4 3c874704
block 1959 5 4eb86124
block 1959 7 3c874704
block 1959 8 4eb86124
block 1959 10 3c874704
block 1959 11 4eb86124
block 1959 13 3c874704
block 1959 14 4eb86124
block 1960 * 67475217
block 1961 * 2bfbc147
block 1961 1 4dfbc147
block 1961 2 8afbc147
block 1961 4 4dfbc147
block 1961 5 8afbc147
block 1961 7 4dfbc147
block 1961 8 8afbc147
block 1961 10 4dfbc147
block 1961 11 8afbc147
block 1961 13 4dfbc147
block 1961 14 8afbc147
block 1962 * ff4b5b1a
block 1963 * 1a434d27
block 1963 1 423f4724
block 1963 2 6d424e1e
block 1963 4 423f4724
block 1963 5 6d424e1e
block 1963 7 423f4724
block 1963 8 6d424e1e
block 1963 10 423f4724
block 1963 11 6d424e1e
block 1963 13 423f4724
block 1963 14 6d424e1e
block 1964 * 65384f16
block 1965 * 16a5c771
block 1965 1 2bbdd365
block 1965 2 56e8d550
block 1965 4 2bbdd365
block 1965 5 56e8d550
block 1965 7 2bbdd365
block 1965 8 56e8d550
block 1965 10 2bbdd365
block 1965 11 56e8d550
block 1965 13 2bbdd365
block 1965 14 56e8d550
block 1966 * 77475d1a
block 1967 * 347f9953
block 1967 1 34897347
block 1967 2 5cb3401f
block 1967 4 34897347
block 1967 5 5cb3401f
block 1967 7 34897347
block 1967 8 5cb3401f
block 1967 10 34897347
block 1967 11 5cb3401f
block 1967 13 34897347
block 1967 14 5cb3401f
block 1968 * 63434e16
block 1969 * 0a2fcc61
block 1969 1 1a70cc34
block 1969 2 3dbd3e34
block 1969 4 1a70cc34
block 1969 5 3dbd3e34
block 1969 7 1a70cc34
block 1969 8 3dbd3e34
block 1969 10 1a70cc34
block 1969 11 3dbd3e34
block 1969 13 1a70cc34
block 1969 14 3dbd3e34
block 1970 * 743e4f17
block 1971 * 296ea200
block 1971 1 44655d00
block 1971 2 44884015
block 1971 4 44655d00
block 1971 5 44884015
block 1971 7 44655d00
block 1971 8 44884015
block 1971 10 44655d00
block 1971 11 44884015
block 1971 13 44655d00
block 1971 14 44884015
block 1972 * 5945471b
block 1973 * ff6b3b08
block 1973 1 ff6a3906
block 1973 2 ff693905
block 1973 4 ff6a3906
block 1973 5 ff693905
block 1973 7 ff6a3906
block 1973 8 ff693905
block 1973 10 ff6a3906
block 1973 11 ff693905
block 1973 13 ff6a3906
block 1973 14 ff693905
block 1974 * 6f3a5217
block 1975 * 234e4e1b
block 1975 1 4a4f451b
block 1975 2 814f371b
block 1975 4 4a4f451b
block 1975 5 814f371b
block 1975 7 4a4f451b
block 1975 8 814f371b
block 1975 10 4a4f451b
block 1975 11 814f371b
block 1975 13 4a4f451b
block 1975 14 814f371b
block 1976 * 753b4f16
block 1977 * 0b6d4a4c
block 1977 1 13714b4f
block 1977 2 287c4d57
block 1977 4 13714b4f
block 1977 5 287c4d57
block 1977 7 13714b4f
block 1977 8 287c4d57
block 1977 10 13714b4f
block 1977 11 287c4d57
block 1977 13 13714b4f
block 1977 14 287c4d57
block 1978 * 62384b1c
block 1979 * 1911b357
block 1979 1 2f619e08
block 1979 2 6cf14555
block 1979 4 2f619e08
block 1979 5 6cf14555
block 1979 7 2f619e08
block 1979 8 6cf14555
block 1979 10 2f619e08
block 1979 11 6cf14555
block 1979 13 2f619e08
block 1979 14 6cf14555
block 1980 * 60716133
block 1981 * 8cb5a255
block 1981 1 8c94b355
block 1981 2 8c629b36
block 1981 4 8c94b355
block 1981 5 8c629b36
block 1981 7 8c94b355
block 1981 8 8c629b36
block 1981 10 8c94b355
block 1981 11 8c629b36
block 1981 13 8c94b355
block 1981 14 8c629b36
block 1982 * 5f486217
block 1983 * 244f742e
block 1983 1 244e126e
block 1983 2 404e126e
block 1983 4 244e126e
block 1983 5 404e126e
block 1983 7 244e126e
block 1983 8 404e126e
block 1983 10 244e126e
block 1983 11 404e126e
block 1983 13 244e126e
block 1983 14 404e126e
block 1984 * 6339481f
block 1985 * 30f2ab58
block 1985 1 55de9744
block 1985 2 97de9745
block 1985 4 55de9744
block 1985 5 97de9745
block 1985 7 55de9744
block 1985 8 97de9745
block 1985 10 55de9744
block 1985 11 97de9745
block 1985 13 55de9744
block 1985 14 97de9745
block 1986 * 697a6a28
block 1987 * 157dde37
block 1987 1 2eb9de37
block 1987 2 4cded837
block 1987 4 2eb9de37
block 1987 5 4cded837
block 1987 7 2eb9de37
block 1987 8 4cded837
block 1987 10 2eb9de37
block 1987 11 4cded837
block 1987 13 2eb9de37
block 1987 14 4cded837
block 1988 * 7853681b
block 1989 * 0954aa32
block 1989 1 1668bf3e
block 1989 2 2f97df5d
block 1989 4 1668bf3e
block 1989 5 2f97df5d
block 1989 7 1668bf3e
block 1989 8 2f97df5d
block 1989 10 1668bf3e
block 1989 11 2f97df5d
block 1989 13 1668bf3e
block 1989 14 2f97df5d
block 1990 * 713e5a1a
block 1991 * ff433a2b
block 1991 2 ff443a2b
block 1991 5 ff443a2b
block 1991 8 ff443a2b
block 1991 11 ff443a2b
block 1991 14 ff443a2b
block 1992 * 554c5527
block 1993 * 13cce520
block 1993 1 31e5b832
block 1993 2 58e57f32
block 1993 4 31e5b832
block 1993 5 58e57f32
block 1993 7 31e5b832
block 1993 8 58e57f32
block 1993 10 31e5b832
block 1993 11 58e57f32
block 1993 13 31e5b832
block 1993 14 58e57f32
block 1994 * 734b5617
block 1995 * 0591cc92
block 1995 1 0eb1cc91
block 1995 2 27ccc590
block 1995 4 0eb1cc91
block 1995 5 27ccc590
block 1995 7 0eb1cc91
block 1995 8 27ccc590
block 1995 10 0eb1cc91
block 1995 11 27ccc590
block 1995 13 0eb1cc91
block 1995 14 27ccc590
block 1996 * 6542581e
block 1997 * 073b3401
block 1997 1 115e5106
block 1997 2 1ea79223
block 1997 4 115e5106
block 1997 5 1ea79223
block 1997 7 115e5106
block 1997 8 1ea79223
block 1997 10 115e5106
block 1997 11 1ea79223
block 1997 13 115e5106
block 1997 14 1ea79223
block 1998 * 713f5616
block 1999 * 16c6cc33
block 1999 1 2ee1bb21
block 1999 2 66f29110
block 1999 4 2ee1bb21
block 1999 5 66f29110
block 1999 7 2ee1bb21
block 1999 8 66f29110
block 1999 10 2ee1bb21
block 1999 11 66f29110
block 1999 13 2ee1bb21
block 1999 14 66f29110
block 2000 * 75445615
block 2001 * 20739b4b
block 2001 1 328c984b
block 2001 2 6c98894b
block 2001 4 328c984b
block 2001 5 6c98894b
block 2001 7 328c984b
block 2001 8 6c98894b
block 2001 10 328c984b
block 2001 11 6c98894b
block 2001 13 328c984b
block 2001 14 6c98894b
block 2002 * 713f561a
block 2003 * ffd9cdad
block 2003 1 ffe3d7b7
block 2003 2 ffece1c1
block 2003 4 ffe3d7b7
block 2003 5 ffece1c1
block 2003 7 ffe3d7b7
block 2003 8 ffece1c1
block 2003 10 ffe3d7b7
block 2003 11 ffece1c1
block 2003 13 ffe3d7b7
block 2003 14 ffece1c1
block 2004 * 603d6e19
block 2005 * 128ccd7e
block 2005 1 32e0d565
block 2005 2 64e09665
block 2005 4 32e0d565
block 2005 5 64e09665
block 2005 7 32e0d565
block 2005 8 64e09665
block 2005 10 32e0d565
block 2005 11 64e09665
block 2005 13 32e0d565
block 2005 14 64e09665
block 2006 * 7543561b
block 2007 * 12c0e055
block 2007 1 2adddf55
block 2007 2 5cf1d044
block 2007 4 2adddf55
block 2007 5 5cf1d044
block 2007 7 2adddf55
block 2007 8 5cf1d044
block 2007 10 2adddf55
block 2007 11 5cf1d044
block 2007 13 2adddf55
block 2007 14 5cf1d044
block 2008 * 77495e1a
block 2009 * 1c7a7a2e
block 2009 1 48837b34
block 2009 2 74857b36
block 2009 4 48837b34
block 2009 5 74857b36
block 2009 7 48837b34
block 2009 8 74857b36
block 2009 10 48837b34
block 2009 11 74857b36
block 2009 13 48837b34
block 2009 14 74857b36
block 2010 * 5f555919
block 2011 * 0b366c2b
block 2011 1 11437523
block 2011 2 175e7422
block 2011 4 11437523
block 2011 5 175e7422
block 2011 7 11437523
block 2011 8 175e7422
block 2011 10 11437523
block 2011 11 175e7422
block 2011 13 11437523
block 2011 14 175e7422
block 2012 * 6e385216
block 2013 * 199e7234
block 2013 1 19b66312
block 2013 2 31b36412
block 2013 4 19b66312
block 2013 5 31b36412
block 2013 7 19b66312
block 2013 8 31b36412
block 2013 10 19b66312
block 2013 11 31b36412
block 2013 13 19b66312
block 2013 14 31b36412
block 2014 * 5f66540f
block 2015 * 0b6e8d4b
block 2015 1 1676984d
block 2015 2 307a9d4d
block 2015 4 1676984d
block 2015 5 307a9d4d
block 2015 7 1676984d
block 2015 8 307a9d4d
block 2015 10 1676984d
block 2015 11 307a9d4d
block 2015 13 1676984d
block 2015 14 307a9d4d
block 2016 * 58495915
block 2017 * 23357335
block 2017 1 2d7dbb54
block 2017 2 5dae5ab6
block 2017 4 2d7dbb54
block 2017 5 5dae5ab6
block 2017 7 2d7dbb54
block 2017 8 5dae5ab6
block 2017 10 2d7dbb54
block 2017 11 5dae5ab6
block 2017 13 2d7dbb54
block 2017 14 5dae5ab6
block 2018 * 73445226
block 2019 * 0c697d30
block 2019 1 257d6530
block 2019 2 527d3133
block 2019 4 257d6530
block 2019 5 527d3133
block 2019 7 257d6530
block 2019 8 527d3133
block 2019 10 257d6530
block 2019 11 527d3133
block 2019 13 257d6530
block 2019 14 527d3133
block 2020 * 713e4f17
block 2021 * 13496d3e
block 2021 1 1f789230
block 2021 2 33b3bd4c
block 2021 4 1f789230
block 2021 5 33b3bd4c
block 2021 7 1f789230
block 2021 8 33b3bd4c
block 2021 10 1f789230
block 2021 11 33b3bd4c
block 2021 13 1f789230
block 2021 14 33b3bd4c
block 2022 * 6f3c5517
block 2023 * 1f2f4f29
block 2023 1 1d477040
block 2023 2 2e539059
block 2023 4 1d477040
block 2023 5 2e539059
block 2023 7 1d477040
block 2023 8 2e539059
block 2023 10 1d477040
block 2023 11 2e539059
block 2023 13 1d477040
block 2023 14 2e539059
block 2024 * 6f365318
block 2025 * 1a956c42
block 2025 1 35946b42
block 2025 2 50936b41
block 2025 4 35946b42
block 2025 5 50936b41
block 2025 7 35946b42
block 2025 8 50936b41
block 2025 10 35946b42
block 2025 11 50936b41
block 2025 13 35946b42
block 2025 14 50936b41
block 2026 * 79465314
block 2027 * 56146714
block 2027 0 0d248d22
block 2027 1 0d248d22
block 2027 2 37146d13
block 2027 3 37146d13
block 2027 4 55287724
block 2027 5 55287724
block 2027 6 55287724
block 2028 * 56156a19
block 2028 0 0d248d22
block 2028 1 0d248d22
block 2028 2 37146d13
block 2028 3 37146d13
block 2028 4 55287724
block 2028 5 55287724
block 2028 6 55287724
block 2029 * 56156c16
block 2029 0 0d248d22
block 2029 1 0d248d22
block 2029 2 37146d13
block 2029 3 37146d13
block 2029 4 55287724
block 2029 5 55287724
block 2029 6 55287724
block 2030 * 561a6713
block 2030 0 0d248d22
block 2030 1 0d248d22
block 2030 2 37146d13
block 2030 3 37146d13
block 2030 4 55287724
block 2030 5 55287724
block 2030 6 55287724
block 2031 * 561d6612
block 2031 0 0d248d22
block 2031 1 0d248d22
block 2031 2 37146d13
block 2031 3 37146d13
block 2031 4 55287724
block 2031 5 55287724
block 2031 6 55287724
block 2032 * 4d757f46
block 2032 0 225b9247
block 2032 1 225b9247
block 2032 2 485c9247
block 2032 3 485c9247
block 2032 4 49638d47
block 2032 5 49638d47
block 2032 6 49638d47
block 2033 * 3e6d8e2d
block 2033 0 0669892a
block 2033 1 0669892a
block 2033 2 106b8c2b
block 2033 3 106b8c2b
block 2033 4 196b8c2c
block 2033 5 196b8c2c
block 2033 6 196b8c2c
block 2034 * 73a1c668
block 2034 0 081f9119
block 2034 1 081f9119
block 2034 2 286a8942
block 2034 3 286a8942
block 2034 4 4b699d53
block 2034 5 4b699d53
block 2034 6 4b699d53
block 2035 * 55ac9a4c
block 2035 0 0128330c
block 2035 1 0128330c
block 2035 2 0761762d
block 2035 3 0761762d
block 2035 4 17607a35
block 2035 5 17607a35
block 2035 6 17607a35
block 2036 * 64b2a24c
block 2036 0 05488008
block 2036 1 05488008
block 2036 2 36618940
block 2036 3 36618940
block 2036 4 4da2a347
block 2036 5 4da2a347
block 2036 6 4da2a347
block 2037 * 43888931
block 2037 0 0347673b
block 2037 1 0347673b
block 2037 2 0c517244
block 2037 3 0c517244
block 2037 4 32628651
block 2037 5 32628651
block 2037 6 32628651
block 2038 * 2c424a05
block 2038 0 033e3b05
block 2038 1 033e3b05
block 2038 2 09383404
block 2038 3 09383404
block 2038 4 16413f04
block 2038 5 16413f04
block 2038 6 16413f04
block 2039 * 536c8844
block 2039 0 2b396527
block 2039 1 2b396527
block 2039 2 21244818
block 2039 3 21244818
block 2039 4 48648324
block 2039 5 48648324
block 2039 6 48648324
block 2040 * 4c2c5f23
block 2040 0 1e4a4722
block 2040 1 1e4a4722
block 2040 2 2f3e5c24
block 2040 3 2f3e5c24
block 2040 4 43547021
block 2040 5 43547021
block 2040 6 43547021
block 2041 * 4e647c3a
block 2041 0 2d396427
block 2041 1 2d396427
block 2041 2 23254818
block 2041 3 23254818
block 2041 4 4b5d6a25
block 2041 5 4b5d6a25
block 2041 6 4b5d6a25
block 2042 * 472c6624
block 2042 0 214d4a22
block 2042 1 214d4a22
block 2042 2 2f3e5c24
block 2042 3 2f3e5c24
block 2042 4 3f376425
block 2042 5 3f376425
block 2042 6 3f376425
block 2043 * 125a340c
block 2043 0 095a5f14
block 2043 1 095a5f14
block 2043 2 0a5a5912
block 2043 3 0a5a5912
block 2043 4 0c584e10
block 2043 5 0c584e10
block 2043 6 0c584e10
block 2044 * 1ad5b957
block 2044 0 0292981e
block 2044 1 0292981e
block 2044 2 07959b20
block 2044 3 07959b20
block 2044 4 0f9b9c25
block 2044 5 0f9b9c25
block 2044 6 0f9b9c25
block 2045 * 973d4f31
block 2045 0 0353653f
block 2045 1 0353653f
block 2045 2 16405534
block 2045 3 16405534
block 2045 4 1b4c5a36
block 2045 5 1b4c5a36
block 2045 6 1b4c5a36
block 2046 * 4d818546
block 2046 0 107c7c3f
block 2046 1 107c7c3f
block 2046 2 217d7f42
block 2046 3 217d7f42
block 2046 4 2f7d8143
block 2046 5 2f7d8143
block 2046 6 2f7d8143
block 2047 * 13783a14
block 2047 0 04626416
block 2047 1 04626416
block 2047 2 09636417
block 2047 3 09636417
block 2047 4 0a655a15
block 2047 5 0a655a15
block 2047 6 0a655a15
block 2048 * 13604351
block 2048 0 04526620
block 2048 1 04526620
block 2048 2 0a556a21
block 2048 3 0a556a21
block 2048 4 0d545630
block 2048 5 0d545630
block 2048 6 0d545630
block 2049 * 1b507a32
block 2049 0 06238e14
block 2049 1 06238e14
block 2049 2 101d851c
block 2049 3 101d851c
block 2049 4 132d8223
block 2049 5 132d8223
block 2049 6 132d8223
block 2050 * 13604351
block 2050 0 03556a21
block 2050 1 03556a21
block 2050 2 0a556a21
block 2050 3 0a556a21
block 2050 4 0d545630
block 2050 5 0d545630
block 2050 6 0d545630
block 2051 * 48306520
block 2051 0 11804929
block 2051 1 11804929
block 2051 2 1c7f5329
block 2051 3 1c7f5329
block 2051 4 393e6324
block 2051 5 393e6324
block 2051 6 393e6324
block 2052 * 581e851a
block 2052 0 1d1a7e18
block 2052 1 1d1a7e18
block 2052 2 3a1a7c18
block 2052 3 3a1a7c18
block 2052 4 481a7c18
block 2052 5 481a7c18
block 2052 6 481a7c18
block 2053 * 1a6c834f
block 2053 0 0129360c
block 2053 1 0129360c
block 2053 2 07283a09
block 2053 3 07283a09
block 2053 4 16304913
block 2053 5 16304913
block 2053 6 16304913
block 2054 * 586ca54d
block 2054 0 19238f14
block 2054 1 19238f14
block 2054 2 2b228d14
block 2054 3 2b228d14
block 2054 4 423a912d
block 2054 5 423a912d
block 2054 6 423a912d
block 2055 * 27688459
block 2055 0 0149693c
block 2055 1 0149693c
block 2055 2 0b537445
block 2055 3 0b537445
block 2055 4 145d7c4f
block 2055 5 145d7c4f
block 2055 6 145d7c4f
block 2056 * 2889b661
block 2056 0 028bbd5d
block 2056 1 028bbd5d
block 2056 2 0c8dc05e
block 2056 3 0c8dc05e
block 2056 4 1586b55e
block 2056 5 1586b55e
block 2056 6 1586b55e
block 2057 * 54243d0c
block 2057 0 0c243f0e
block 2057 1 0c243f0e
block 2057 2 1622400e
block 2057 3 1622400e
block 2057 4 33233f0d
block 2057 5 33233f0d
block 2057 6 33233f0d
block 2058 * 59677c3d
block 2058 0 214d4a22
block 2058 1 214d4a22
block 2058 2 2a515825
block 2058 3 2a515825
block 2058 4 3b546129
block 2058 5 3b546129
block 2058 6 3b546129
block 2059 * 6b61b640
block 2059 0 0b57b747
block 2059 1 0b57b747
block 2059 2 1857b847
block 2059 3 1857b847
block 2059 4 275eb641
block 2059 5 275eb641
block 2059 6 275eb641
block 2060 * 3891c78b
block 2060 0 077dba78
block 2060 1 077dba78
block 2060 2 167ebb79
block 2060 3 167ebb79
block 2060 4 2392c68d
block 2060 5 2392c68d
block 2060 6 2392c68d
block 2061 * 3f306f1e
block 2061 0 0f1d6019
block 2061 1 0f1d6019
block 2061 2 1a226516
block 2061 3 1a226516
block 2061 4 2f236516
block 2061 5 2f236516
block 2061 6 2f236516
block 2062 * 8d68c23b
block 2062 0 126ec23b
block 2062 1 126ec23b
block 2062 2 206ec23b
block 2062 3 206ec23b
block 2062 4 5069c23b
block 2062 5 5069c23b
block 2062 6 5069c23b
block 2063 * 0f588337
block 2063 0 032e6012
block 2063 1 032e6012
block 2063 2 08447425
block 2063 3 08447425
block 2063 4 0d3c6d1d
block 2063 5 0d3c6d1d
block 2063 6 0d3c6d1d
block 2064 * 1f30b00c
block 2064 0 0528bd00
block 2064 1 0528bd00
block 2064 2 0d28bc00
block 2064 3 0d28bc00
block 2064 4 122bb505
block 2064 5 122bb505
block 2064 6 122bb505
block 2065 * 4171a728
block 2065 0 037dbc28
block 2065 1 037dbc28
block 2065 2 0973ac26
block 2065 3 0973ac26
block 2065 4 1a74ad27
block 2065 5 1a74ad27
block 2065 6 1a74ad27
block 2066 * 3883c17e
block 2066 0 077dba78
block 2066 1 077dba78
block 2066 2 167ebb79
block 2066 3 167ebb79
block 2066 4 2280be7b
block 2066 5 2280be7b
block 2066 6 2280be7b
block 2067 * 6d529615
block 2067 0 124a8e10
block 2067 1 124a8e10
block 2067 2 31529515
block 2067 3 31529515
block 2067 4 31529515
block 2067 5 31529515
block 2067 6 31529515
block 2068 * 76bcbcbc
block 2068 0 04bcbcbc
block 2068 1 04bcbcbc
block 2068 2 0bbcbcbc
block 2068 3 0bbcbcbc
block 2068 4 25bcbcbc
block 2068 5 25bcbcbc
block 2068 6 25bcbcbc
block 2069 * 291f7516
block 2069 0 16275b16
block 2069 1 16275b16
block 2069 2 1b226315
block 2069 3 1b226315
block 2069 4 1f1e6e16
block 2069 5 1f1e6e16
block 2069 6 1f1e6e16
block 2070 * 3a5f9430
block 2070 0 0783ab53
block 2070 1 0783ab53
block 2070 2 126c9d3a
block 2070 3 126c9d3a
block 2070 4 27679935
block 2070 5 27679935
block 2070 6 27679935
block 2071 * 482c6916
block 2071 0 0d1e871c
block 2071 1 0d1e871c
block 2071 2 1f1e851c
block 2071 3 1f1e851c
block 2071 4 462c8025
block 2071 5 462c8025
block 2071 6 462c8025
block 2072 * 4b4f5521
block 2072 0 1e4a4722
block 2072 1 1e4a4722
block 2072 2 2f3e5c24
block 2072 3 2f3e5c24
block 2072 4 3f435f23
block 2072 5 3f435f23
block 2072 6 3f435f23
block 2073 * 413b4b3a
block 2073 0 0347673b
block 2073 1 0347673b
block 2073 2 0c517244
block 2073 3 0c517244
block 2073 4 3644593f
block 2073 5 3644593f
block 2073 6 3644593f
block 2074 * 5a6a815e
block 2074 0 06c8d0c6
block 2074 1 06c8d0c6
block 2074 2 1c698166
block 2074 3 1c698166
block 2074 4 37436441
block 2074 5 37436441
block 2074 6 37436441
block 2075 * 4c3f7838
block 2075 0 214d4a22
block 2075 1 214d4a22
block 2075 2 2f3e5c24
block 2075 3 2f3e5c24
block 2075 4 3f3d6a29
block 2075 5 3f3d6a29
block 2075 6 3f3d6a29
block 2076 * 567a4518
block 2076 0 214d4a22
block 2076 1 214d4a22
block 2076 2 2f3e5c24
block 2076 3 2f3e5c24
block 2076 4 41567122
block 2076 5 41567122
block 2076 6 41567122
block 2077 * 544d653b
block 2077 0 0c243f0e
block 2077 1 0c243f0e
block 2077 2 1622400e
block 2077 3 1622400e
block 2077 4 332d4e1b
block 2077 5 332d4e1b
block 2077 6 332d4e1b
block 2078 * 13576a2a
block 2078 0 02235c3d
block 2078 1 02235c3d
block 2078 2 0a245b3c
block 2078 3 0a245b3c
block 2078 4 0c22603d
block 2078 5 0c22603d
block 2078 6 0c22603d
block 2079 * 54385522
block 2079 0 0c243f0e
block 2079 1 0c243f0e
block 2079 2 1622400e
block 2079 3 1622400e
block 2079 4 333b5a1b
block 2079 5 333b5a1b
block 2079 6 333b5a1b
block 2080 * 543c4b14
block 2080 0 0c243f0e
block 2080 1 0c243f0e
block 2080 2 1622400e
block 2080 3 1622400e
block 2080 4 332d460f
block 2080 5 332d460f
block 2080 6 332d460f
block 2081 * 561c6613
block 2081 0 0d248d22
block 2081 1 0d248d22
block 2081 2 37146d13
block 2081 3 37146d13
block 2081 4 55287724
block 2081 5 55287724
block 2081 6 55287724
block 2082 * 57b2ac61
block 2082 0 0128330c
block 2082 1 0128330c
block 2082 2 0a63772d
block 2082 3 0a63772d
block 2082 4 1c607a34
block 2082 5 1c607a34
block 2082 6 1c607a34
block 2083 * 713b7030
block 2083 0 043b6f30
block 2083 1 043b6f30
block 2083 2 0c3b6e30
block 2083 3 0c3b6e30
block 2083 4 303b6e30
block 2083 5 303b6e30
block 2083 6 303b6e30
block 2084 * 14e5e5cd
block 2085 * 15d99d63
block 2086 * 15a873c4
block 2087 * 153f7dbf
block 2088 * 15c8c668
block 2089 * 159bbf70
block 2090 * 15ca86b0
block 2091 * 15878787
block 2092 * 15b9b9b9
block 2093 * 1581bdb3
block 2094 * 15837dc7
block 2095 * 156fa5c3
block 2096 * 15a07e56
block 2097 * 1563a873
block 2098 * 15a43d3d
block 2099 * 15494949
block 2100 * c3864611
block 2101 * c3d9d5b4
block 2102 * c39a0404
block 2103 * c3e9e3b2
block 2104 * c3462b0d
block 2105 * c3e3ddc4
block 2106 * c34a3012
block 2107 * c3d3c1a0
block 2108 * c3c2b897
block 2109 * c3b0841a
block 2110 0 ffc3ba25
block 2110 1 ffc62a2b
block 2111 * ff7c848f
block 2112 * ff7c848f
block 2113 * ff7c848f
block 2114 * ff7c848f
block 2115 * ff7c848f
block 2116 * ff7c848f
block 2117 * ff7c848f
block 2118 * ff7c848f
block 2119 * ff5d6575
block 2120 * ff497e8d
block 2121 * ff7c848f
block 2122 * ff7c848f
block 2123 * ff7c848f
block 2124 * ff7c848f
block 2125 * ff6f6d47
block 2126 * ffebb562
block 2127 * ffb4712a
block 2128 * ff44392c
block 2129 * ff44392c
block 2130 * ff7c848f
block 2131 * ff7c848f
block 2132 * ff7c848f
block 2133 * ff7c848f
block 2134 * ff7c848f
block 2135 * ff9ea083
block 2136 * ff7c848f
block 2137 * ff516b79
block 2138 * ff9ea9a9
block 2139 * ffe6f3f3
block 2140 * ffd9e6e6
block 2141 * ffcedbdb
block 2142 * ff8aa5a4
block 2143 * ff566867
block 2144 * ffe6f3f3
block 2145 * ffe6f3f3
block 2146 * ff4a707f
block 2147 * ff7c848f
block 2148 * ff2a3e46
block 2149 * ff404632
block 2150 * ff7c848f
block 2151 * ff4b5963
block 2152 * ff7c848f
block 2153 * ff7c848f
block 2154 * ff376165
block 2155 * ff7c848f
block 2156 * ff405a64
block 2157 * ff5e6572
block 2158 * ff616a79
block 2159 * ff606876
block 2160 * ff575d6d
block 2161 * ff595967
block 2162 * ff4f626d
block 2163 * ff4f626d
block 2164 * ff4f626d
block 2165 * 92c4d2d0
block 2166 * 92c4d2d0
block 2167 * 57009cff
block 2168 * ff4d5665
block 2169 * ec505863
block 2170 * ec725d40
block 2171 * ec19a49c
block 2172 * ec859c42
block 2173 * ff7c007c
block 2174 * cd3e7c93
block 2175 * df416c87
block 2176 * ff12252d
